,state,estimated_population,last_available_confirmed,new_deaths
683343,MG,21292666.0,399536,10
738063,MG,21292666.0,707649,216
684198,MG,21292666.0,403542,54
706428,MG,21292666.0,499499,10
737208,MG,21292666.0,699257,23
685053,MG,21292666.0,406880,46
729513,MG,21292666.0,643609,110
767133,MG,21292666.0,887080,47
736353,MG,21292666.0,693550,26
685908,MG,21292666.0,409731,44
756018,MG,21292666.0,816901,206
639738,MG,21292666.0,307199,74
782523,MG,21292666.0,1023969,224
638028,MG,21292666.0,302082,66
607248,MG,21292666.0,205942,101
601263,MG,21292666.0,185062,107
602118,MG,21292666.0,188623,120
602973,MG,21292666.0,191507,74
762003,MG,21292666.0,853459,200
603828,MG,21292666.0,194614,53
604683,MG,21292666.0,195920,15
769698,MG,21292666.0,908869,172
716688,MG,21292666.0,549302,22
605538,MG,21292666.0,198736,42
791073,MG,21292666.0,1111893,127
764568,MG,21292666.0,874884,155
772263,MG,21292666.0,924572,25
750033,MG,21292666.0,786653,243
606393,MG,21292666.0,201973,101
761148,MG,21292666.0,847763,41
615798,MG,21292666.0,234804,129
637173,MG,21292666.0,298607,76
608103,MG,21292666.0,209465,118
715833,MG,21292666.0,546884,99
608958,MG,21292666.0,212565,103
609813,MG,21292666.0,215050,56
610668,MG,21292666.0,216557,9
611523,MG,21292666.0,218781,29
790218,MG,21292666.0,1103687,101
745758,MG,21292666.0,762412,168
612378,MG,21292666.0,222048,141
613233,MG,21292666.0,224987,86
614088,MG,21292666.0,228013,117
751743,MG,21292666.0,798711,190
614943,MG,21292666.0,231878,0
600408,MG,21292666.0,181158,130
791928,MG,21292666.0,1123913,417
720963,MG,21292666.0,571657,155
792783,MG,21292666.0,1135856,396
585018,MG,21292666.0,129985,92
585873,MG,21292666.0,132801,30
718398,MG,21292666.0,552104,26
586728,MG,21292666.0,133743,3
587583,MG,21292666.0,135728,149
747468,MG,21292666.0,774111,123
762858,MG,21292666.0,862502,161
588438,MG,21292666.0,139661,152
719253,MG,21292666.0,556692,20
720108,MG,21292666.0,564407,128
746613,MG,21292666.0,767061,140
589293,MG,21292666.0,142828,109
748323,MG,21292666.0,776215,37
590148,MG,21292666.0,147323,77
591003,MG,21292666.0,150723,68
591858,MG,21292666.0,153927,88
592713,MG,21292666.0,155075,60
593568,MG,21292666.0,156551,16
794493,MG,21292666.0,1153526,320
749178,MG,21292666.0,780187,23
594423,MG,21292666.0,160485,170
595278,MG,21292666.0,164915,63
596133,MG,21292666.0,168428,97
717543,MG,21292666.0,550672,14
596988,MG,21292666.0,171514,101
597843,MG,21292666.0,174402,88
793638,MG,21292666.0,1147578,486
598698,MG,21292666.0,175715,91
599553,MG,21292666.0,177787,83
789363,MG,21292666.0,1100575,321
750888,MG,21292666.0,793157,172
616653,MG,21292666.0,236012,14
623493,MG,21292666.0,255606,42
787653,MG,21292666.0,1081981,316
624348,MG,21292666.0,258595,91
625203,MG,21292666.0,262001,81
626058,MG,21292666.0,265185,74
626913,MG,21292666.0,268009,82
744048,MG,21292666.0,746919,189
627768,MG,21292666.0,270053,58
723528,MG,21292666.0,592311,115
629478,MG,21292666.0,273233,37
786798,MG,21292666.0,1067919,74
724383,MG,21292666.0,595007,27
630333,MG,21292666.0,276314,133
760293,MG,21292666.0,842377,19
768843,MG,21292666.0,901535,160
631188,MG,21292666.0,278901,86
785943,MG,21292666.0,1053994,374
773118,MG,21292666.0,928402,57
632043,MG,21292666.0,283479,73
632898,MG,21292666.0,286350,125
633753,MG,21292666.0,288619,47
634608,MG,21292666.0,290137,12
752598,MG,21292666.0,804063,165
635463,MG,21292666.0,292291,19
636318,MG,21292666.0,295169,101
785088,MG,21292666.0,1040198,68
788508,MG,21292666.0,1093539,479
628623,MG,21292666.0,271194,13
622638,MG,21292666.0,253997,10
721818,MG,21292666.0,579469,103
619218,MG,21292666.0,242533,74
722673,MG,21292666.0,587868,125
620073,MG,21292666.0,246149,105
617508,MG,21292666.0,236663,26
620928,MG,21292666.0,250190,86
618363,MG,21292666.0,238515,58
744903,MG,21292666.0,756971,184
621783,MG,21292666.0,252263,76
1399036,RJ,17366189.0,459866,224
1381928,RJ,17366189.0,129675,126
1391328,RJ,17366189.0,291413,5
1387568,RJ,17366189.0,233873,124
1407026,RJ,17366189.0,658440,58
1407684,RJ,17366189.0,679654,125
1406932,RJ,17366189.0,657139,411
1398848,RJ,17366189.0,452758,224
1391046,RJ,17366189.0,289440,99
1381834,RJ,17366189.0,129443,165
1410880,RJ,17366189.0,815187,252
1381740,RJ,17366189.0,128324,145
1391892,RJ,17366189.0,298821,0
1388038,RJ,17366189.0,242811,13
1390576,RJ,17366189.0,283675,24
1398472,RJ,17366189.0,435739,8
1398002,RJ,17366189.0,426259,136
1382022,RJ,17366189.0,129684,9
1380518,RJ,17366189.0,108497,137
1398660,RJ,17366189.0,443607,220
1382210,RJ,17366189.0,132822,150
1397814,RJ,17366189.0,421069,13
1410410,RJ,17366189.0,786757,15
1398754,RJ,17366189.0,448089,231
1392080,RJ,17366189.0,304906,79
1380894,RJ,17366189.0,112611,232
1387850,RJ,17366189.0,240776,102
1382116,RJ,17366189.0,132044,59
1381270,RJ,17366189.0,120428,124
1380988,RJ,17366189.0,115278,118
1390952,RJ,17366189.0,286282,115
1390200,RJ,17366189.0,277439,86
1391986,RJ,17366189.0,302746,42
1390858,RJ,17366189.0,285205,104
1397908,RJ,17366189.0,421674,24
1381364,RJ,17366189.0,121292,43
1391234,RJ,17366189.0,290878,50
1387756,RJ,17366189.0,240453,12
1410786,RJ,17366189.0,809971,344
1407966,RJ,17366189.0,688797,300
1399224,RJ,17366189.0,461561,22
1390482,RJ,17366189.0,283407,62
1381458,RJ,17366189.0,121879,31
1373275,RJ,17366189.0,493,1
1398566,RJ,17366189.0,439345,1
1410692,RJ,17366189.0,803040,303
1380706,RJ,17366189.0,111298,30
1398378,RJ,17366189.0,435604,8
1398284,RJ,17366189.0,435390,70
1381082,RJ,17366189.0,116823,134
1390764,RJ,17366189.0,284053,24
1391516,RJ,17366189.0,293940,109
1381176,RJ,17366189.0,118956,168
1407120,RJ,17366189.0,659237,6
1398942,RJ,17366189.0,454275,188
1387944,RJ,17366189.0,242491,5
1399130,RJ,17366189.0,460927,45
1410316,RJ,17366189.0,786087,53
1380800,RJ,17366189.0,111883,29
1381552,RJ,17366189.0,124086,183
1399318,RJ,17366189.0,465150,205
1391610,RJ,17366189.0,295021,76
1391422,RJ,17366189.0,292621,66
1380424,RJ,17366189.0,105897,155
1391798,RJ,17366189.0,298821,56
1390670,RJ,17366189.0,283858,4
1390294,RJ,17366189.0,280144,141
1398096,RJ,17366189.0,428373,225
1380330,RJ,17366189.0,103493,142
1387662,RJ,17366189.0,234813,101
1391140,RJ,17366189.0,289569,61
1391704,RJ,17366189.0,296797,94
1381646,RJ,17366189.0,126329,89
1410222,RJ,17366189.0,784506,203
1398190,RJ,17366189.0,434648,227
1410598,RJ,17366189.0,797033,282
1380612,RJ,17366189.0,108803,202
1410504,RJ,17366189.0,792073,328
1390388,RJ,17366189.0,282080,112
1382304,RJ,17366189.0,134449,133
1396780,RJ,17366189.0,395386,222
1382398,RJ,17366189.0,134573,92
1396122,RJ,17366189.0,378084,160
1385218,RJ,17366189.0,190614,19
1385124,RJ,17366189.0,189891,95
1386628,RJ,17366189.0,223302,11
1395840,RJ,17366189.0,371075,32
1394148,RJ,17366189.0,332396,224
1407402,RJ,17366189.0,671207,375
1385030,RJ,17366189.0,188085,117
1373293,RJ,17366189.0,558,3
1395934,RJ,17366189.0,371376,20
1411632,RJ,17366189.0,840480,77
1384936,RJ,17366189.0,185610,83
1394054,RJ,17366189.0,330009,173
1396028,RJ,17366189.0,374753,119
1386722,RJ,17366189.0,223631,38
1393960,RJ,17366189.0,327455,7
1395746,RJ,17366189.0,370267,82
1384842,RJ,17366189.0,182563,104
1386816,RJ,17366189.0,226800,152
1384748,RJ,17366189.0,180016,28
1396216,RJ,17366189.0,381644,116
1386910,RJ,17366189.0,228332,98
1393866,RJ,17366189.0,326956,10
1384654,RJ,17366189.0,178850,10
1396310,RJ,17366189.0,384942,84
1407590,RJ,17366189.0,678601,260
1393772,RJ,17366189.0,326645,122
1384560,RJ,17366189.0,178524,42
1396404,RJ,17366189.0,388431,88
1393678,RJ,17366189.0,323006,72
1411538,RJ,17366189.0,839623,188
1394242,RJ,17366189.0,334514,108
1386534,RJ,17366189.0,222957,157
1404206,RJ,17366189.0,591945,141
1407496,RJ,17366189.0,675027,381
1385970,RJ,17366189.0,210948,25
1394806,RJ,17366189.0,343995,115
1394994,RJ,17366189.0,347348,54
1385876,RJ,17366189.0,210464,65
1386064,RJ,17366189.0,211360,100
1395088,RJ,17366189.0,352760,91
1385782,RJ,17366189.0,207036,128
1373314,RJ,17366189.0,600,4
1394712,RJ,17366189.0,340833,113
1395182,RJ,17366189.0,353316,22
1386158,RJ,17366189.0,214003,168
1385688,RJ,17366189.0,205916,161
1394618,RJ,17366189.0,338688,54
1395276,RJ,17366189.0,354354,29
1385594,RJ,17366189.0,202993,185
1395652,RJ,17366189.0,367641,126
1411820,RJ,17366189.0,848495,133
1386252,RJ,17366189.0,216675,140
1395370,RJ,17366189.0,357982,93
1394524,RJ,17366189.0,338203,3
1385500,RJ,17366189.0,199480,162
1395464,RJ,17366189.0,361397,81
1394430,RJ,17366189.0,337277,33
1385406,RJ,17366189.0,194651,4
1386346,RJ,17366189.0,219198,159
1395558,RJ,17366189.0,365185,127
1386440,RJ,17366189.0,219198,0
1385312,RJ,17366189.0,194279,36
1411726,RJ,17366189.0,844442,24
1394336,RJ,17366189.0,336915,132
1387004,RJ,17366189.0,230271,79
1396498,RJ,17366189.0,389125,4
1393584,RJ,17366189.0,322383,120
1387380,RJ,17366189.0,233052,25
1383338,RJ,17366189.0,156325,27
1383244,RJ,17366189.0,156293,154
1383150,RJ,17366189.0,154879,119
1392832,RJ,17366189.0,313089,108
1397250,RJ,17366189.0,407575,6
1392738,RJ,17366189.0,311775,15
1411162,RJ,17366189.0,823456,289
1383056,RJ,17366189.0,151549,92
1392644,RJ,17366189.0,311308,25
1397344,RJ,17366189.0,411369,115
1382962,RJ,17366189.0,148623,150
1382868,RJ,17366189.0,145121,132
1392550,RJ,17366189.0,311014,11
1397438,RJ,17366189.0,414344,179
1392456,RJ,17366189.0,309977,35
1384466,RJ,17366189.0,175696,87
1382774,RJ,17366189.0,141005,47
1397532,RJ,17366189.0,418543,54
1382680,RJ,17366189.0,138524,195
1411068,RJ,17366189.0,817947,18
1382586,RJ,17366189.0,135230,0
1392362,RJ,17366189.0,309496,103
1382492,RJ,17366189.0,135230,70
1407214,RJ,17366189.0,660907,347
1397626,RJ,17366189.0,419146,73
1392268,RJ,17366189.0,308017,86
1387474,RJ,17366189.0,233373,53
1397720,RJ,17366189.0,420075,5
1392174,RJ,17366189.0,306672,84
1410974,RJ,17366189.0,816015,55
1387286,RJ,17366189.0,232818,42
1397156,RJ,17366189.0,406820,19
1383432,RJ,17366189.0,157834,41
1392926,RJ,17366189.0,313843,90
1384372,RJ,17366189.0,174064,86
1384278,RJ,17366189.0,172679,140
1396592,RJ,17366189.0,389893,18
1384184,RJ,17366189.0,168911,111
1393490,RJ,17366189.0,320598,65
1411444,RJ,17366189.0,837501,214
1384090,RJ,17366189.0,168064,32
1373340,RJ,17366189.0,657,1
1396686,RJ,17366189.0,391350,147
1393396,RJ,17366189.0,318953,0
1387098,RJ,17366189.0,232489,73
1407308,RJ,17366189.0,666025,242
1393302,RJ,17366189.0,316575,0
1380236,RJ,17366189.0,100869,220
1383996,RJ,17366189.0,167225,16
1383902,RJ,17366189.0,167213,79
1411350,RJ,17366189.0,833014,374
1393208,RJ,17366189.0,316170,0
1383808,RJ,17366189.0,165495,129
1396874,RJ,17366189.0,398879,95
1383714,RJ,17366189.0,163642,150
1383620,RJ,17366189.0,161647,165
1393114,RJ,17366189.0,315348,56
1396968,RJ,17366189.0,402480,147
1387192,RJ,17366189.0,232747,59
1383526,RJ,17366189.0,159639,157
1393020,RJ,17366189.0,314809,0
1411256,RJ,17366189.0,828283,349
1397062,RJ,17366189.0,403660,103
1399412,RJ,17366189.0,469437,265
1394900,RJ,17366189.0,346024,138
1376405,RJ,17366189.0,18728,122
1374868,RJ,17366189.0,6828,45
1373429,RJ,17366189.0,992,13
1406462,RJ,17366189.0,641254,40
1403172,RJ,17366189.0,572866,83
1401010,RJ,17366189.0,520730,226
1373876,RJ,17366189.0,2607,8
1388414,RJ,17366189.0,249798,122
1409376,RJ,17366189.0,737844,347
1377139,RJ,17366189.0,32089,175
1373193,RJ,17366189.0,66,0
1377046,RJ,17366189.0,30372,158
1376953,RJ,17366189.0,27805,227
1405052,RJ,17366189.0,606720,25
1401104,RJ,17366189.0,520967,22
1376860,RJ,17366189.0,26665,137
1389166,RJ,17366189.0,259670,81
1409282,RJ,17366189.0,733764,330
1403078,RJ,17366189.0,572007,6
1373218,RJ,17366189.0,233,1
1376767,RJ,17366189.0,22238,101
1408248,RJ,17366189.0,699422,446
1406368,RJ,17366189.0,640467,83
1401198,RJ,17366189.0,522998,37
1376676,RJ,17366189.0,21601,176
1405146,RJ,17366189.0,607806,1
1402984,RJ,17366189.0,571434,122
1373467,RJ,17366189.0,1074,6
1376585,RJ,17366189.0,19987,191
1374948,RJ,17366189.0,7111,30
1401292,RJ,17366189.0,526276,156
1377232,RJ,17366189.0,33589,245
1377325,RJ,17366189.0,34533,248
1375030,RJ,17366189.0,7944,32
1389260,RJ,17366189.0,261860,31
1378074,RJ,17366189.0,53388,67
1373168,RJ,17366189.0,24,0
1400634,RJ,17366189.0,505596,187
1377980,RJ,17366189.0,52420,198
1389354,RJ,17366189.0,262006,13
1377886,RJ,17366189.0,47953,223
1404864,RJ,17366189.0,604171,127
1409564,RJ,17366189.0,745456,213
1388790,RJ,17366189.0,253756,71
1374714,RJ,17366189.0,6172,40
1377792,RJ,17366189.0,44886,251
1400728,RJ,17366189.0,509113,187
1406556,RJ,17366189.0,644754,283
1408812,RJ,17366189.0,720749,272
1408624,RJ,17366189.0,712525,365
1403266,RJ,17366189.0,573275,147
1373172,RJ,17366189.0,25,0
1374791,RJ,17366189.0,6282,40
1377698,RJ,17366189.0,42398,244
1373176,RJ,17366189.0,25,0
1400822,RJ,17366189.0,512791,187
1377604,RJ,17366189.0,40024,256
1373181,RJ,17366189.0,63,0
1409470,RJ,17366189.0,742615,441
1373187,RJ,17366189.0,66,2
1377511,RJ,17366189.0,39298,112
1377418,RJ,17366189.0,37912,88
1400916,RJ,17366189.0,516868,146
1404958,RJ,17366189.0,606452,94
1409188,RJ,17366189.0,729206,361
1376495,RJ,17366189.0,19467,197
1378168,RJ,17366189.0,54530,118
1405992,RJ,17366189.0,629553,42
1373507,RJ,17366189.0,1246,11
1405334,RJ,17366189.0,612980,141
1401950,RJ,17366189.0,541096,92
1408906,RJ,17366189.0,723580,223
1375616,RJ,17366189.0,11721,46
1405898,RJ,17366189.0,626661,151
1373698,RJ,17366189.0,1938,17
1402608,RJ,17366189.0,563926,118
1402044,RJ,17366189.0,547081,158
1373551,RJ,17366189.0,1394,6
1375531,RJ,17366189.0,11139,48
1405804,RJ,17366189.0,623460,49
1402138,RJ,17366189.0,549114,184
1405428,RJ,17366189.0,615930,109
1373595,RJ,17366189.0,1461,7
1388978,RJ,17366189.0,257985,126
1405710,RJ,17366189.0,621991,114
1375446,RJ,17366189.0,10546,50
1402232,RJ,17366189.0,551882,149
1375194,RJ,17366189.0,8869,56
1388884,RJ,17366189.0,254885,113
1375361,RJ,17366189.0,10166,67
1402326,RJ,17366189.0,554040,100
1405616,RJ,17366189.0,619228,187
1408154,RJ,17366189.0,697763,287
1402514,RJ,17366189.0,555541,25
1375277,RJ,17366189.0,9453,60
1402420,RJ,17366189.0,554835,104
1373646,RJ,17366189.0,1688,18
1402702,RJ,17366189.0,564513,71
1401856,RJ,17366189.0,540087,103
1373201,RJ,17366189.0,119,1
1388508,RJ,17366189.0,251261,59
1401386,RJ,17366189.0,529525,168
1376316,RJ,17366189.0,18486,158
1376227,RJ,17366189.0,17939,56
1402890,RJ,17366189.0,569184,163
1406274,RJ,17366189.0,638481,268
1409094,RJ,17366189.0,724858,13
1405240,RJ,17366189.0,608887,115
1401480,RJ,17366189.0,532377,182
1373815,RJ,17366189.0,2464,25
1389072,RJ,17366189.0,259488,129
1376138,RJ,17366189.0,17062,61
1373209,RJ,17366189.0,186,0
1406180,RJ,17366189.0,635712,195
1375112,RJ,17366189.0,8504,61
1401574,RJ,17366189.0,535134,191
1376050,RJ,17366189.0,16929,150
1375962,RJ,17366189.0,15741,109
1375874,RJ,17366189.0,14156,189
1402796,RJ,17366189.0,566928,181
1409000,RJ,17366189.0,724596,57
1401668,RJ,17366189.0,537824,51
1408718,RJ,17366189.0,716103,252
1373754,RJ,17366189.0,2216,16
1375788,RJ,17366189.0,13295,82
1375702,RJ,17366189.0,12391,58
1408060,RJ,17366189.0,693046,338
1406086,RJ,17366189.0,632533,190
1401762,RJ,17366189.0,537986,1
1373259,RJ,17366189.0,421,1
1373397,RJ,17366189.0,832,5
1405522,RJ,17366189.0,618284,135
1403360,RJ,17366189.0,577183,171
1379766,RJ,17366189.0,87317,274
1374139,RJ,17366189.0,3743,41
1403830,RJ,17366189.0,583795,13
1389730,RJ,17366189.0,270395,98
1404488,RJ,17366189.0,594964,12
1399788,RJ,17366189.0,482058,36
1373137,RJ,17366189.0,2,0
1379672,RJ,17366189.0,86963,171
1399882,RJ,17366189.0,482431,14
1410034,RJ,17366189.0,770401,333
1374493,RJ,17366189.0,4899,20
1373140,RJ,17366189.0,2,0
1388320,RJ,17366189.0,246843,111
1379578,RJ,17366189.0,83343,239
1399976,RJ,17366189.0,486806,221
1389636,RJ,17366189.0,266235,80
1374565,RJ,17366189.0,5306,39
1408530,RJ,17366189.0,708424,327
1403736,RJ,17366189.0,583044,45
1379390,RJ,17366189.0,79572,80
1379296,RJ,17366189.0,78836,175
1373143,RJ,17366189.0,3,0
1404582,RJ,17366189.0,597136,95
1409940,RJ,17366189.0,761216,349
1400070,RJ,17366189.0,490821,189
1388602,RJ,17366189.0,251909,43
1379202,RJ,17366189.0,77784,54
1406744,RJ,17366189.0,651914,387
1406838,RJ,17366189.0,653204,104
1373134,RJ,17366189.0,1,0
1403642,RJ,17366189.0,582164,126
1374421,RJ,17366189.0,4675,15
1380142,RJ,17366189.0,97572,58
1388132,RJ,17366189.0,244418,177
1380048,RJ,17366189.0,96133,51
1388696,RJ,17366189.0,252046,50
1399506,RJ,17366189.0,473648,200
1390106,RJ,17366189.0,275415,103
1410128,RJ,17366189.0,778662,257
1408436,RJ,17366189.0,704265,108
1390012,RJ,17366189.0,273338,11
1399600,RJ,17366189.0,477044,150
1373244,RJ,17366189.0,370,2
1404112,RJ,17366189.0,589694,104
1404300,RJ,17366189.0,592505,105
1374279,RJ,17366189.0,4349,40
1379954,RJ,17366189.0,95537,229
1374350,RJ,17366189.0,4543,46
1379860,RJ,17366189.0,93378,183
1389918,RJ,17366189.0,271701,20
1404018,RJ,17366189.0,587800,186
1399694,RJ,17366189.0,481111,164
1388226,RJ,17366189.0,246182,162
1389824,RJ,17366189.0,271575,84
1373368,RJ,17366189.0,708,5
1404394,RJ,17366189.0,594202,5
1374209,RJ,17366189.0,3944,36
1403924,RJ,17366189.0,585620,83
1407778,RJ,17366189.0,680357,21
1379108,RJ,17366189.0,75775,225
1379484,RJ,17366189.0,80946,56
1379014,RJ,17366189.0,74373,210
1378450,RJ,17366189.0,60932,317
1373152,RJ,17366189.0,3,0
1378732,RJ,17366189.0,67756,68
1404676,RJ,17366189.0,599572,69
1378638,RJ,17366189.0,64533,166
1409752,RJ,17366189.0,748614,62
1403548,RJ,17366189.0,579542,138
1374638,RJ,17366189.0,5552,29
1389448,RJ,17366189.0,263699,97
1403454,RJ,17366189.0,579118,197
1378544,RJ,17366189.0,63066,146
1373156,RJ,17366189.0,15,0
1400446,RJ,17366189.0,501202,21
1408342,RJ,17366189.0,703349,148
1378356,RJ,17366189.0,59240,324
1373160,RJ,17366189.0,15,0
1378262,RJ,17366189.0,56732,224
1374004,RJ,17366189.0,3221,12
1406650,RJ,17366189.0,647875,295
1404770,RJ,17366189.0,601666,190
1373164,RJ,17366189.0,15,0
1409658,RJ,17366189.0,747449,216
1407872,RJ,17366189.0,684758,347
1400540,RJ,17366189.0,501436,23
1373940,RJ,17366189.0,2855,15
1400258,RJ,17366189.0,494796,152
1400352,RJ,17366189.0,500185,220
1373230,RJ,17366189.0,305,2
1400164,RJ,17366189.0,494127,225
1374069,RJ,17366189.0,3410,42
1409846,RJ,17366189.0,753732,335
1389542,RJ,17366189.0,264783,99
1378920,RJ,17366189.0,72979,147
1373149,RJ,17366189.0,3,0
1378826,RJ,17366189.0,69499,74
1373146,RJ,17366189.0,3,0
143944,BA,14930634.0,316005,28
159028,BA,14930634.0,365941,20
205118,BA,14930634.0,684037,90
223973,BA,14930634.0,848627,146
150648,BA,14930634.0,339215,21
158609,BA,14930634.0,363986,22
226068,BA,14930634.0,863764,68
147715,BA,14930634.0,329787,26
154000,BA,14930634.0,351277,25
155257,BA,14930634.0,354043,23
144363,BA,14930634.0,318147,32
204280,BA,14930634.0,674384,137
143525,BA,14930634.0,315440,35
148972,BA,14930634.0,334697,21
228582,BA,14930634.0,884044,95
148553,BA,14930634.0,332898,24
160285,BA,14930634.0,371378,20
203861,BA,14930634.0,669821,100
204699,BA,14930634.0,680904,104
225649,BA,14930634.0,862334,75
159866,BA,14930634.0,369259,23
154838,BA,14930634.0,353157,22
148134,BA,14930634.0,331362,29
142687,BA,14930634.0,313404,49
221459,BA,14930634.0,828466,125
159447,BA,14930634.0,367669,21
151486,BA,14930634.0,342526,25
229001,BA,14930634.0,885855,84
205537,BA,14930634.0,686057,95
221878,BA,14930634.0,832749,115
143106,BA,14930634.0,314711,46
226906,BA,14930634.0,871672,118
224392,BA,14930634.0,852458,141
150229,BA,14930634.0,337994,21
227325,BA,14930634.0,873832,113
151067,BA,14930634.0,340665,23
149810,BA,14930634.0,336232,26
156095,BA,14930634.0,354983,23
156933,BA,14930634.0,359130,20
153162,BA,14930634.0,347721,22
146458,BA,14930634.0,325957,29
223554,BA,14930634.0,845080,102
146039,BA,14930634.0,324964,24
226487,BA,14930634.0,868047,85
223135,BA,14930634.0,840976,95
153581,BA,14930634.0,349711,27
146877,BA,14930634.0,326634,31
149391,BA,14930634.0,335351,28
156514,BA,14930634.0,355753,21
224811,BA,14930634.0,855871,134
152743,BA,14930634.0,345949,22
228163,BA,14930634.0,880803,104
152324,BA,14930634.0,344705,22
155676,BA,14930634.0,354576,22
147296,BA,14930634.0,327327,29
206794,BA,14930634.0,700768,111
158190,BA,14930634.0,363146,20
144782,BA,14930634.0,319981,36
222297,BA,14930634.0,835962,98
157771,BA,14930634.0,362563,22
145620,BA,14930634.0,323210,26
222716,BA,14930634.0,839395,71
225230,BA,14930634.0,859760,94
145201,BA,14930634.0,321798,28
157352,BA,14930634.0,361136,23
154419,BA,14930634.0,352700,29
227744,BA,14930634.0,877484,117
151905,BA,14930634.0,344014,21
210984,BA,14930634.0,743064,80
160704,BA,14930634.0,372727,20
213498,BA,14930634.0,767134,115
182911,BA,14930634.0,502938,28
